9.842206539502005302e-01 9.834271925189359553e-01 9.842395155161831610e-01 9.856545097990470072e-01 9.846720096256479371e-01 9.851533752127685784e-01 9.848482083381310259e-01 9.837207401596390621e-01 9.843177849500156507e-01 9.845822941006239226e-01
9.715122017433001078e-01 9.731410154620144803e-01 9.751425973374877598e-01 9.718833944512771383e-01 9.748481600736512709e-01 9.738688994561262025e-01 9.722396215530646479e-01 9.731247632120220148e-01 9.738230506512313145e-01 9.726901901157708474e-01
9.630585874871551155e-01 9.624470000886414800e-01 9.632868192238294158e-01 9.643803251071972893e-01 9.637855804096981949e-01 9.636322856989252283e-01 9.634922298967072418e-01 9.646269764069682617e-01 9.630599976612597146e-01 9.631454493364760561e-01
9.583444513681926846e-01 9.561324156274647601e-01 9.572283765381267573e-01 9.557900361717961424e-01 9.569633617158951333e-01 9.558323406123161448e-01 9.570040235516745764e-01 9.576507389798586400e-01 9.561517758857144278e-01 9.564952698227479067e-01
9.499618332976408341e-01 9.501855291290028926e-01 9.492683639087329261e-01 9.492892378943128540e-01 9.507721370646882164e-01 9.493632581229779488e-01 9.506736625223083381e-01 9.502226650151638365e-01 9.501279534493831669e-01 9.494396398140124704e-01
9.455554454823160704e-01 9.450989662563471505e-01 9.455593119195813134e-01 9.450925933792310163e-01 9.468540295931158202e-01 9.437724658004974509e-01 9.441062747923973930e-01 9.451694600093092369e-01 9.450859944447257410e-01 9.454401092554113317e-01
9.424986135710903268e-01 9.426418450479649991e-01 9.406339254062394684e-01 9.423602985971674117e-01 9.386282453003763626e-01 9.397189989785861286e-01 9.399450188308388077e-01 9.419483674772581860e-01 9.419213958465836312e-01 9.434849163556187079e-01
9.369960660245796324e-01 9.377878441498495032e-01 9.361863700458582516e-01 9.355951311685701821e-01 9.382787437772467376e-01 9.379878823072175242e-01 9.374382271458144844e-01 9.374694614465425291e-01 9.360004938403044816e-01 9.382582528776158837e-01
9.344020457843585925e-01 9.348857123725869966e-01 9.364717406336425798e-01 9.342006743316551010e-01 9.329538415411873231e-01 9.346011528641405830e-01 9.342389196472629109e-01 9.340999070753256417e-01 9.335566948956376399e-01 9.346116467179497178e-01
9.337322133751509989e-01 9.332612540686714420e-01 9.320990758298111079e-01 9.344582257780484902e-01 9.331322237103317763e-01 9.325953111294510434e-01 9.317476651850667979e-01 9.324743549377850771e-01 9.314927229768993344e-01 9.332635498523369488e-01
